source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"FRV2-D-008","RQ-D","8 recreational long-distance runners","DISTANCE_RUNNING","Mean 39.9 +/- 6.5 years","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Recreational long-distance runners","NOT_REPORTED","Individualized TRIMPi based on each runner's heart-rate and lactate profile","Average group-weighted training impulse method","Internal response: heart rate and blood lactate profile; external duration retained; derived TRIMPi in method-specific arbitrary units; 5 km and 10 km performance retained in original units","Whole-session or recorded-bout TRIMPi; no cross-method component split","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","INDIVIDUALIZED_METHOD_ASSOCIATION","Weekly TRIMPi; speed at 2 and 4 mmol/L; 5 km and 10 km performance","Individual treadmill HR-lactate testing plus versioned individual weighting; threshold profile and formula lineage required","8 weeks","Weekly load and pre-post performance or physiological outcomes","NOT_REPORTED","NOT_REPORTED","Weekly TRIMPi related to speed change at 2 mmol/L r=.87 and 4 mmol/L r=.74 and to 5 km and 10 km performance; group-average methods showed no significant relationships","NOT_REPORTED","Eight runners; individual estimates not reported in abstract","Very small adult recreational sample; association is not method agreement youth validation or causality; TRIMPi cannot be relabeled generic TRIMP or converted to other arbitrary-unit methods; no fatigue readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-009","RQ-D","12 experienced runners","OUTDOOR_RUNNING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Experienced runners","NOT_REPORTED","Parallel sRPE heart-rate TRIMP and IMU plus peak-ground-reaction-force cumulative biomechanical load","Comparison across endurance submaximal and interval outdoor sessions","Internal response: whole-session RPE points; physiological derived load: named HR-TRIMP arbitrary units; biomechanical derived load: IMU and peak-GRF method-specific units; external session facts retained separately","Parent session holds global sRPE; modality and ordered session components retained; measures remain adjacent and non-additive","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","CROSS_METHOD_AGREEMENT_AND_SESSION_DISCRIMINATION","sRPE; TRIMP; cumulative biomechanical load; session-type differences; correlations","Outdoor sessions with named devices sensors force derivation HR formula RPE protocol timestamps and method versions required","Three session types","Endurance submaximal and interval sessions","NOT_REPORTED","NOT_REPORTED","sRPE distinguished session types while TRIMP and biomechanical load did not; correlations r=.49 sRPE/TRIMP r=.25 sRPE/biomechanical and r=.35 biomechanical/TRIMP","NOT_REPORTED","NOT_REPORTED","Small adult sample; criterion adequacy uncertain; no youth or maturity evidence; three session types; no validated parent-to-leaf allocation for composite work; weak-to-moderate correlations prohibit summing these arbitrary units or collapsing them to fatigue readiness or one currency","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-010","RQ-D","30 professional rowers","ROWING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Professional rowers","NOT_REPORTED","Session-RPE across explosive power endurance strength ergometer and functional training","Banister TRIMP or total weight lifted depending on modality","Internal response: session RPE points; external strength dose: total weight lifted in mass units; physiological derived load: Banister TRIMP arbitrary units; duration retained; each method remains distinct","Whole-session sRPE with modality-specific comparator; composite strength/endurance leaves remain ordered and are not assigned an ergometer conversion","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","MODALITY_SPECIFIC_VALIDITY_AND_RELIABILITY","sRPE test-retest; ICC; sRPE-TRIMP correlation; sRPE-total-weight relationship by modality","Longitudinal modality-specific protocol; named RPE scale timing duration formula HR method and lifted-mass units required","12 months; 194 effective sessions","Typical sessions across four broad modalities","NOT_REPORTED","NOT_REPORTED","Ergometer test-retest r about .758 and ICC .755; sRPE-TRIMP r=.811 in 6 km x 3 ergometer work and r=.258 in functional training","Functional-training correlation 95% CI -.111 to .565","NOT_REPORTED","Rowing rather than running; criterion changed by modality; abstract lists five typical sessions within four broad modalities; no youth directness; composite sessions cannot inherit ergometer conversion or collapse to fatigue readiness","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-011","RQ-D","Adults spanning Fitzpatrick skin tones 1-6; sample size not reported in abstract","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT; exact range not verified","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","Mixed physical activity","NOT_REPORTED","Optical heart-rate measurement from six consumer and research wearables","Electrocardiography across rest and activities","Internal response proxy: heart rate in beats per minute; contextual provenance: device model activity condition skin-tone category firmware or algorithm version and missingness; no substitution for other outcomes","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DEVICE_VALIDITY_AND_MISSINGNESS","Heart-rate error by device activity and skin tone; device missing values","Six wearables compared with ECG across rest and activities; device model activity context timestamps algorithm version and missingness required","Acute validation sessions","Rest and activity conditions","Full text explicitly analyzed device missing values; exact rates not extracted","NOT_REPORTED","No significant accuracy difference by skin tone; significant device and activity differences; mean absolute error during activity about 30% higher than rest","NOT_REPORTED","Participant-level heterogeneity not extracted","Not runner- or youth-specific; devices and algorithms age quickly; PPG HR does not transfer to distance elevation energy expenditure fatigue or readiness; model or algorithm changes create continuity boundaries","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-012","RQ-D","60 adults; 29 men and 31 women","RUNNING_WALKING_CYCLING_AND_REST","Mean 38 +/- 11 years","29 MALE; 31 FEMALE","NOT_REPORTED","NOT_REPORTED","Diverse fitness levels","NOT_REPORTED","Seven wrist-worn devices measuring heart rate and vendor energy expenditure","Telemetry for heart rate and indirect calorimetry for energy expenditure","Internal response proxy: heart rate in beats per minute; derived vendor energy expenditure in energy units; external activity condition; device model participant and protocol provenance retained separately","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","OUTCOME_SPECIFIC_DEVICE_VALIDITY","Heart-rate error and energy-expenditure error by device activity and participant factors","Seven watches during sitting walking running and cycling; telemetry and indirect-calorimetry criteria; model activity algorithm and outcome provenance required","Acute laboratory validation","Sitting walking running and cycling conditions","NOT_REPORTED","NOT_REPORTED","Six devices had median HR error below 5% during cycling; no device had energy expenditure error below 20%; error varied by activity device and participant factors","Median error summaries; exact confidence intervals not reported in abstract extraction","NOT_REPORTED","Adult laboratory sample with older models; cycling HR cannot be assumed for running; vendor energy is algorithm-derived; HR and energy outcomes are non-equivalent and cannot be merged into fatigue readiness or one load total","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-013","RQ-D","Eight consumer sport-watch models","RUNNING_WALKING_AND_CYCLING","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Instrument validation","NOT_REPORTED","Positioning-enabled watch distance measurement","Reference route distance 404.0 to 4296.9 metres","External work: distance in metres or kilometres; contextual provenance: watch model environment activity firmware or algorithm and route protocol; error retained as percent","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","INSTRUMENT_VALIDITY","Distance error MAPE and underestimation by model environment and activity","Eight Apple Coros Garmin Polar and Suunto watches; 3 x 12 measurements in urban forest and track settings during walking running and cycling; reference route and device version required","3 x 12 measurements","Urban forest and track conditions across three activities","NOT_REPORTED","NOT_APPLICABLE","MAPE ranged 3.2% to 6.1%; distance could be underestimated up to 9%; urban forest and running were generally less accurate","NOT_REPORTED","NOT_APPLICABLE","Instrument rather than athlete-population validation; small repeated routes; model firmware environment and activity specific; post-algorithm series cannot be silently merged; distance error carries no fatigue or readiness meaning","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-014","RQ-D","Adults across 32 validation studies","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT","BOTH","NOT_REPORTED","NOT_REPORTED","Mixed adult activity levels","Literature through 2018","Garmin activity-tracker outputs across models","Study-specific validity criteria and repeated reliability where available","External outputs: steps distance speed elevation in original units; internal proxy: heart rate in beats per minute; derived energy expenditure in energy units; model outcome protocol and version provenance retained","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","VALIDITY_AND_RELIABILITY_BY_DEVICE_OUTCOME","Steps distance energy expenditure heart rate speed elevation validity; reliability","Systematic review of 32 studies and multiple models; only four reliability studies; registry must use model outcome protocol and version rather than brand-only identity","Literature through 2018","Study-specific validation time points","NOT_REPORTED","NOT_REPORTED","Steps generally performed best; distance poor in three studies; energy expenditure widely variable; HR low-to-excellent; speed and elevation evidence sparse","Heterogeneous study-specific estimates not pooled here","NOT_REPORTED","Heterogeneous older devices and adult samples; few reliability studies; review thresholds are not universal cutoffs; brand-level validity is invalid; no cross-outcome summation fatigue or readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-015","RQ-D","93 high-school basketball players; 45 female and 48 male","BASKETBALL","HIGH_SCHOOL; exact range not reported","45 FEMALE; 48 MALE","NOT_REPORTED","NOT_REPORTED","High-school athletes","One season","Ten single or machine-learning imputation methods plus multiple imputation of actual missingness","Observed jumps per hour and RPE values masked then reconstructed; simple and context-aware methods compared","External work: jumps per hour with count and duration units; internal response: RPE points; imputed values are separate versioned derivatives with model predictors and uncertainty; canonical observations unchanged","Session and athlete context used by some methods; no parent-to-leaf allocation","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MISSING_DATA_METHOD_PERFORMANCE","Imputation error or performance under simulated and actual missingness","One-season longitudinal monitoring; masking mechanism imputation method version predictors training data timestamps and uncertainty required","One season","Repeated player-session observations","Observed values were masked for simulation and actual missingness was multiply imputed; amount and mechanism determine method choice","NOT_REPORTED","Team-session mean was outperformed only by methods combining session and individual context in some analyses","Method-specific uncertainty not extracted from abstract","Individual context used by better-performing methods; individual errors not extracted","Basketball and jump counts rather than running; simulated missingness may differ from real mechanisms; analytic imputation cannot overwrite or masquerade as observation; missing is not zero and imputation cannot create fatigue readiness or clearance","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-016","RQ-D","Illustrative American-football wearable data; exact cohort not verified","AMERICAN_FOOTBALL","NOT_VERIFIED","NOT_VERIFIED","NOT_REPORTED","NOT_REPORTED","Athlete monitoring example","NOT_REPORTED","Methodological analysis of missing wearable workload data and potential imputation","Missing-completely-at-random assumption versus informative equipment-failure and noncompliance mechanisms","External or device-derived workload remains in reported units; contextual provenance: eligible observed and missing counts reason device protocol; any imputation remains separate versioned derivative","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MISSINGNESS_BIAS_AND_REPORTING","Coverage eligible count observed count missing reason and potential dashboard bias","Didactic wearable example; missingness mechanism denominator eligibility imputation method and uncertainty must be explicit","Longitudinal monitoring example; exact duration not verified","Repeated monitoring observations","Equipment failure and noncompliance can create informative missingness; exact missing rates not verified","NOT_REPORTED","Even simple dashboard averages can be biased when missingness assumptions fail","NOT_APPLICABLE","NOT_REPORTED","Didactic example not youth runners; recommendations concern analysis not canonical truth; never zero-fill or silently drop missing records; no imputed readiness fatigue or prescription state","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-017","RQ-D","NOT_APPLICABLE","DATA_PROVENANCE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","W3C PROV-O ontology for interoperable provenance","Heterogeneous systems and their source entities activities and agents","Contextual provenance: entity activity agent generation usage derivation attribution revision and time; every internal external or derived measure retains quantity unit method and lineage","Parent session and ordered leaf entities linked by explicit derivation and membership; revisions create new entities rather than double counting or overwrite","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","PROVENANCE_MODEL","Entity activity agent and wasDerivedFrom lineage","Official W3C Recommendation; versioned generating activity source entities responsible software or user agent timestamps and revision identity required","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Defines interoperable provenance relations; no sport effect estimate","NOT_APPLICABLE","NOT_APPLICABLE","General data standard not sport-science validation; does not prescribe TRAINORACLE session graph physiological meaning fatigue or readiness; parent and leaf accounting rule remains a conservative product constraint","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-32502973","RQ-D","ACWR literature generally","MULTI_SPORT_ACWR","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Mixed athlete literature","NOT_APPLICABLE","Conceptual and statistical critique of acute-to-chronic workload ratios","Published ACWR variants and injury-association interpretations","Derived ratio only: compatible numerator and denominator loads retain their original quantity unit and method; ratio provenance includes acute and chronic windows coupling weighting missing-day and zero-denominator behavior","NOT_APPLICABLE","Method-specific rolling windows; not a session separation rule","NOT_APPLICABLE","NOT_APPLICABLE","RATIO_METHOD_VALIDITY_AND_BOUNDARY","Ratio artifacts ambiguity causal interpretation and direction inconsistency","Critical methodological commentary; full formula version numerator denominator windows coupling weighting and raw compatible inputs required","NOT_APPLICABLE","NOT_APPLICABLE","Missing-day behavior must be declared for any descriptive ratio","NOT_REPORTED","Identifies ratio artifacts ambiguity lack of causal estimation and inconsistent direction; rejects training recommendations from injury associations","NOT_APPLICABLE","NOT_REPORTED","Commentary does not make every descriptive ratio arithmetically useless; no risk zone plan action fatigue readiness injury prediction or training clearance; default off","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-019","RQ-D","Hypothetical 1000-player squad based on elite Australian-football distributions","AUSTRALIAN_FOOTBALL_ACWR_SIMULATION","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Hypothetical elite-sport distribution","NOT_APPLICABLE","Coupled conventional ACWR calculation","Uncoupled acute-excluded-from-chronic calculation","External high-speed distance across four independent 7-day periods retained in distance units; derived ACWR is a dimensionless named ratio with window coupling and weighting provenance","Four independent weekly periods; ratio parent references raw period inputs without replacing them","Seven-day acute and chronic-period structure; not recovery separation","NOT_APPLICABLE","NOT_APPLICABLE","MATHEMATICAL_COUPLING_EFFECT","Coupled and uncoupled correlations and example ratios","Simulation based on elite Australian-football distributions; formula windows input series and coupling identity required","Four 7-day periods","Each simulated 7-day period and derived ratio","NOT_APPLICABLE","NOT_APPLICABLE","Coupled acute/chronic correlation r=.52 despite independent weeks versus uncoupled r=.01; example ratio 1.45 coupled versus 1.71 uncoupled","95% CI .47 to .56 for coupled r; -.05 to .07 for uncoupled r","1,000 simulated players; not observed individual response","Simulation with no athlete outcome; observed-data counterevidence found smaller practical differences; variants are non-identical but neither gains universal privilege; no fatigue readiness risk zone or plan action","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
