source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
FRV2-A-015,RQ-A,COACH_AUTHORED_ADVICE_SAMPLE_PLAN,NON_RESEARCH_PROVENANCE_AND_ATTRIBUTION_CHECK,PROVENANCE=VERIFIED_FOR_REPORTED_PRACTICE;SELECTION=HIGH_CONCERN;SELF_REPORT=HIGH_CONCERN;COMPARATOR=ABSENT;OUTCOME_ATTRIBUTION=PROHIBITED,HIGH_CONCERN,INDIRECT,PARTIAL,PARTIAL,PARTIAL,NOT_VERIFIED,FRV2-OVERLAP-NONWEEKLY-COACHING-USE,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Verified 9-day sample plan and 10-day mention only; no implemented cohort or outcome. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false"
FRV2-A-016,RQ-A,OFFICIAL_COACHING_SYMPOSIUM_PRESENTATION,NON_RESEARCH_PROVENANCE_AND_ATTRIBUTION_CHECK,PROVENANCE=VERIFIED_FOR_REPORTED_PRACTICE;SELECTION=HIGH_CONCERN;SELF_REPORT=HIGH_CONCERN;COMPARATOR=ABSENT;OUTCOME_ATTRIBUTION=PROHIBITED,HIGH_CONCERN,INDIRECT,PARTIAL,PARTIAL,PARTIAL,NOT_VERIFIED,FRV2-OVERLAP-NONWEEKLY-COACHING-PLANS,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Verified 10-day plan only; event-indirect and no athlete sample or outcome. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false"
FRV2-A-017,RQ-A,ATHLETE_INTERVIEW_REPORT,NON_RESEARCH_PROVENANCE_AND_ATTRIBUTION_CHECK,PROVENANCE=VERIFIED_FOR_REPORTED_PRACTICE;SELECTION=HIGH_CONCERN;SELF_REPORT=HIGH_CONCERN;COMPARATOR=ABSENT;OUTCOME_ATTRIBUTION=PROHIBITED,HIGH_CONCERN,INDIRECT,PARTIAL,PARTIAL,PARTIAL,NOT_VERIFIED,FRV2-OVERLAP-NONWEEKLY-COACHING-USE,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Verified self-report of a 10-day cycle; corrects a conflicting 9-day overview and permits no causal attribution. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false"
FRV2-B-001,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Direct adolescent-runner biochemical time course; all-out 21 km; 2 h 4 h 24 h; not middle-distance direct."
FRV2-B-002,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Direct adolescent-runner biochemical time course; all-out 21 km; 2 h 4 h 24 h; no clearance inference."
FRV2-B-003,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,CAUSAL_DIRECTION=REPORTED;COMPARATOR=SOME_CONCERNS;CONFOUNDING=SOME_CONCERNS;REPEATED_MEASURES=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,PARTIAL,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Youth indirect; 1-day and 2-day mixed-modality races; marker-specific 24-72 h time course."
FRV2-B-004,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,CAUSAL_DIRECTION=REPORTED;COMPARATOR=SOME_CONCERNS;CONFOUNDING=SOME_CONCERNS;REPEATED_MEASURES=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,PARTIAL,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Youth athlete indirect; force at post 24 h 48 h 72 h; no subsequent training; large individual variability."
FRV2-B-005,RQ-B,PRIMARY_ACUTE_CROSSOVER_STUDY,JBI_QUASI_EXPERIMENTAL,CAUSAL_DIRECTION=REPORTED;COMPARATOR=HIGH_CONCERN;CONFOUNDING=HIGH_CONCERN;REPEATED_MEASURES=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,HIGH_CONCERN,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Youth athlete indirect; static-stretch versus passive recovery; pre post 48 h; intervention confounds natural kinetics."
FRV2-B-006,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Youth athlete indirect; objective and subjective outcomes diverge at 24-48 h."
FRV2-B-007,RQ-B,PRIMARY_RANDOMIZED_STUDY,RoB_2,RANDOMIZATION=NOT_VERIFIED;DEVIATIONS=SOME_CONCERNS;MISSING_OUTCOME_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,PARTIAL,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Youth athlete indirect; complete versus reduced training at 48 h; 72-h state includes intervening load."
FRV2-B-009,RQ-B,PRIMARY_CROSSOVER_STUDY,ROBINS_I_CROSSOVER,CONFOUNDING=HIGH_CONCERN;SELECTION=HIGH_CONCERN;INTERVENTION_CLASSIFICATION=REPORTED;DEVIATIONS=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,HIGH_CONCERN,PARTIAL,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 HIGH_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Youth athlete indirect; fixed-order crossover; selected markers at 24 h 48 h 72 h; no safety inference."
FRV2-B-010,RQ-B,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Youth indirect review; peak strength soreness and CK effects beyond 24 h; not a session-specific interval study."
FRV2-B-011,RQ-B,PRIMARY_ACUTE_REPEATED_TRIAL,JBI_QUASI_EXPERIMENTAL,CAUSAL_DIRECTION=REPORTED;COMPARATOR=SOME_CONCERNS;CONFOUNDING=SOME_CONCERNS;REPEATED_MEASURES=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Runner direct but adult; two treadmill 1500-m trials 24 h apart; performance-specific counterevidence only."
FRV2-B-013,RQ-B,PRIMARY_ACUTE_STUDY,JBI_QUASI_EXPERIMENTAL,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Runner direct but adult; 60-min downhill run; gait CK pain and MRI at post 24 h 48 h."
FRV2-B-014,RQ-B,PRIMARY_REPEATED_BOUT_STUDY,JBI_QUASI_EXPERIMENTAL,CAUSAL_DIRECTION=REPORTED;COMPARATOR=SOME_CONCERNS;CONFOUNDING=SOME_CONCERNS;REPEATED_MEASURES=SOURCE_SPECIFIC;MISSING_DATA=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED,SOME_CONCERNS,INDIRECT,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Runner direct but adult; two downhill bouts; post 24 h 48 h 72 h 96 h 168 h; explicit soreness beyond 72 h."
FRV2-B-019,RQ-B,PRIMARY_RANDOMIZED_REPEATED_SESSION_STUDY,RoB_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Indirect cycling; repeated sessions separated by 24 h or 48 h; performance and neuromuscular markers disagree at 24 h."
FRV2-B-020,RQ-B,SYSTEMATIC_REVIEW_META_ANALYSIS,AMSTAR_2,PROTOCOL=NOT_VERIFIED;SEARCH=SOURCE_REPORTED;DUPLICATE_PROCESSES=NOT_VERIFIED;RISK_OF_BIAS_APPRAISAL=SOURCE_SPECIFIC;SYNTHESIS=SOME_CONCERNS;OVERLAP=RECORDED_SEPARATELY,SOME_CONCERNS,PARTIAL,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Indirect review; 20 studies; sprint COD CMJ CK and DOMS through 72 h; high heterogeneity."
FRV2-B-022,RQ-B,SYSTEMATIC_REVIEW,AMSTAR_2,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,INDIRECT,INDIRECT,PARTIAL,DIRECT,NOT_VERIFIED,NOT_VERIFIED,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Indirect review; 28 studies; performance and biochemical time courses to 144 h; full text available but not inspected in this extraction."
FRV2-C-002,RQ-C,CONTROLLED_TRAINING_TRIAL,ROBINS_I,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Twice-weekly plyometric sprint and resistance work supported economy and strength signals; sequence and running separation were not reported in the abstract."
FRV2-C-003,RQ-C,CONTROLLED_TRAINING_TRIAL,ROBINS_I,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Nineteen percent of endurance training was replaced by explosive work; speed improved while VO2max and economy were unchanged; scheduling was not reported."
FRV2-C-004,RQ-C,PAIR_MATCHED_CONTROLLED_TRIAL,ROBINS_I,FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE,NOT_ASSESSABLE,PARTIAL,INDIRECT,PARTIAL,PARTIAL,NOT_VERIFIED,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,AI_APPRAISAL_LANE_1,NOT_APPLICABLE,PENDING_INDEPENDENT_APPRAISAL,PENDING_HUMAN,"Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Tiny null/adverse signal; resistance frequency conflicts between abstract and review table; order and separation remain unresolved."
