source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"FRV2-D-011","RQ-D","Adults spanning Fitzpatrick skin tones 1-6; exact n not in abstract","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT; exact range not verified","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","MIXED_ACTIVITY","NOT_REPORTED","Six consumer or research optical heart-rate wearables during rest and activity","Electrocardiography criterion and between-device/activity comparison","REST_AND_MULTIPLE_ACTIVITIES","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DEVICE_VALIDITY_RELIABILITY_AND_MISSINGNESS","Optical heart-rate error by device activity and skin tone; device missing values","Device model algorithm/firmware when available activity context ECG protocol timestamps and missingness reason required","ACUTE_DEVICE_VALIDATION","REST_AND_ACTIVITY","Full-text figures analyze device missing values; exact rates not extracted","NOT_REPORTED","No significant accuracy difference by skin tone; significant device/activity differences; mean absolute error during activity about 30% higher than rest","Exact n absent from abstract; device algorithms age quickly; no runner-specific estimate","Participant-factor analyses present but individual response not extracted","Not youth-runner specific; optical HR findings do not transfer to distance elevation or energy; algorithm changes break continuity","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-012","RQ-D","60 adults","RUNNING_WALKING_CYCLING_AND_REST","Mean 38 +/- 11 years","29 MALE; 31 FEMALE","NOT_REPORTED","NOT_REPORTED","DIVERSE_FITNESS_LEVELS","NOT_REPORTED","Seven wrist-worn devices during sitting walking running and cycling","Telemetry for heart rate and indirect calorimetry for energy expenditure","STANDARDIZED_REST_AND_ACTIVITY_BOUTS","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","OUTCOME_SPECIFIC_DEVICE_VALIDITY","Heart-rate and energy-expenditure error by device activity and participant factors","Persist device/model algorithm activity outcome and criterion protocol separately","ACUTE_LAB_VALIDATION","DURING_EACH_ACTIVITY","NOT_REPORTED","NOT_REPORTED","Six devices had median HR error below 5% during cycling; no device had energy-expenditure error below 20%; errors varied by activity/device/person","Adult laboratory study using now-old models; cycling result cannot be assumed for running","Participant factors affected error; no individual series extracted","Vendor energy HR distance and pace are different outcomes and cannot substitute for one another","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-013","RQ-D","Eight consumer sport-watch models","RUNNING_WALKING_AND_CYCLING","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","INSTRUMENT_VALIDATION","NOT_REPORTED","Positioning-enabled watches measuring distance across urban forest and track routes","Reference route distances 404.0-4296.9 m","3 x 12 measurements across activities and environments","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DISTANCE_VALIDITY_AND_PROTOCOL_CONTINUITY","Distance mean absolute percentage error and underestimation","Persist device model firmware/algorithm when known environment activity route protocol and unit","REPEATED_ACUTE_ROUTE_TESTS","PER_ROUTE","NOT_REPORTED","NOT_APPLICABLE","MAPE 3.2%-6.1%; underestimation up to 9%; urban/forest and running generally less accurate than open/other conditions","Small repeated routes; model firmware and environment specific","NOT_APPLICABLE","Instrument rather than athlete validation; algorithm/model changes form a visible continuity boundary","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-014","RQ-D","Adults across 32 validation studies","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT","BOTH","NOT_REPORTED","NOT_REPORTED","MIXED_ADULT_ACTIVITY","SEARCHES_THROUGH_2018","Systematic review of multiple Garmin models and measured outcomes","Study-specific criteria and reliability comparisons","32 validation studies; four assessed reliability","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","OUTCOME_AND_MODEL_SPECIFIC_VALIDITY_RELIABILITY","Steps distance energy expenditure heart rate speed and elevation","Registry key must include model outcome protocol and version; brand alone is insufficient","SYSTEMATIC_REVIEW_THROUGH_2018","VARIED_BY_INCLUDED_STUDY","VARIED_OR_NOT_REPORTED","NOT_REPORTED","Steps generally performed best; distance poor in three studies; energy expenditure variable; HR low-to-excellent; speed/elevation evidence sparse","Heterogeneous older devices; only four reliability studies; author thresholds are not universal cutoffs","VARIED_OR_NOT_REPORTED","Adult samples; no brand-level validity conclusion; do not merge outcome series across model or algorithm changes","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-015","RQ-D","93 high-school basketball players","BASKETBALL","HIGH_SCHOOL; exact range not reported","45 FEMALE; 48 MALE","NOT_REPORTED","NOT_REPORTED","HIGH_SCHOOL_ATHLETES","ONE_SEASON","Ten single or machine-learning imputation methods and multiple imputation","Observed values masked for reconstruction; method performance compared","Jumps per hour and RPE over one season","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MISSINGNESS_BEHAVIOR_AND_IMPUTATION","Reconstruction performance under simulated masking and actual missingness","Canonical observations remain distinct; derivative stores imputation method version predictors uncertainty and source lineage","ONE_SEASON","SESSION_OR_SEASON_LEVEL","Observed values deliberately masked; actual missingness also analyzed; amount and mechanism determine method choice","NOT_REPORTED","Methods combining session and individual context outperformed team-session mean in some analyses","Basketball jump-count context; simulated missingness may differ from real mechanisms; no universal imputation method","Individual context improved some reconstructions but does not make imputed values observed","Youth but not running; imputed derivative must be excluded from canonical observed totals and never silently replace missing","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-016","RQ-D","Illustrative American-football wearable data; cohort not verified from abstract","AMERICAN_FOOTBALL","NOT_VERIFIED","NOT_VERIFIED","NOT_REPORTED","NOT_REPORTED","ATHLETE_MONITORING_EXAMPLE","NOT_REPORTED","Methodological examination of wearable missing-data mechanisms and possible analysis methods","Missing-completely-at-random assumption versus informative equipment failure or noncompliance","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MISSINGNESS_BEHAVIOR_AND_INTERPRETABILITY","Bias in dashboard averages and accumulated summaries","Persist eligible count observed count coverage missing reason device/protocol and any derivative method","DIDACTIC_EXAMPLE","NOT_APPLICABLE","Equipment failure and noncompliance can be informative; simple summaries may be biased","NOT_REPORTED","No single effect estimate extracted","Didactic example; exact cohort and mechanism frequencies not verified","NOT_REPORTED","Not youth runners; analysis guidance does not change canonical truth; missing must not be zero-filled or silently removed from denominators","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-017","RQ-D","NOT_APPLICABLE","DATA_PROVENANCE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","W3C_RECOMMENDATION_2013","PROV-O interoperable provenance ontology","Heterogeneous source systems and revision chains","NOT_APPLICABLE","PARENT_AND_LEAF_ENTITIES_RETAIN_DISTINCT_LINEAGE; DERIVATIONS_REFERENCE_INPUT_ENTITIES","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","PROVENANCE_AND_REVISION_IDENTITY","Entities activities agents generation usage derivation attribution revision and time","Every derived measure is generated by a versioned activity from identified source entities and attributed to software/user agent","TECHNICAL_STANDARD","NOT_APPLICABLE","Missing source lineage leaves derivative provenance incomplete; never backfill identity by assumption","NOT_APPLICABLE","No sport effect estimate; normative data model","General standard does not define physiological meaning or the TRAINORACLE session graph","NOT_APPLICABLE","Not sport-science validation; revisions require new lineage rather than silent overwrite","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"SRC-PMID-32502973","RQ-D","ACWR literature generally","MULTI_SPORT_ACWR","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MIXED_ATHLETE_LITERATURE","NOT_REPORTED","Critical methodological analysis of acute-to-chronic workload ratios","Published ACWR definitions calculations and causal interpretations","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","RATIO_METHOD_SENSITIVITY_AND_INTERPRETABILITY","Ratio artifacts ambiguity causal overinterpretation and inconsistent direction","If explicitly displayed persist numerator/denominator windows coupling weighting units missing-day and zero-denominator behavior; default off","CONCEPTUAL","NOT_APPLICABLE","Missing-day behavior is method-defining and must be explicit","NOT_APPLICABLE","No accepted risk estimate; commentary rejects training recommendations derived from ACWR injury associations","Commentary does not imply every fully specified descriptive ratio is arithmetically useless","NOT_REPORTED","No zones actions readiness injury-risk meaning or plan clearance; raw compatible numerator and denominator must accompany any requested ratio","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-019","RQ-D","Hypothetical 1000-player squad based on elite Australian-football distributions","AUSTRALIAN_FOOTBALL_ACWR_SIMULATION","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","HYPOTHETICAL_ELITE_SPORT_DISTRIBUTION","NOT_REPORTED","Coupled rolling acute-to-chronic calculation over four independent seven-day periods","Uncoupled calculation excluding the acute period from chronic denominator","Four independent simulated seven-day high-speed-distance periods","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MATHEMATICAL_COUPLING_AND_METHOD_IDENTITY","Spurious correlation and example ratio change","Persist coupling window weighting input unit and denominator behavior; coupled and uncoupled are separate methods","FOUR_SIMULATED_WEEKS","WEEKLY","NOT_APPLICABLE","NOT_APPLICABLE","Coupled correlation r=.52 (95% CI .47-.56) despite independent weeks; uncoupled r=.01 (-.05 to .07); example ratio 1.45 versus 1.71","Simulation with no athlete outcome; D20 reports mostly trivial differences in observed datasets","NOT_APPLICABLE","Methodological simulation; cannot provide outcome or action meaning; supports explicit method provenance only","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-020","RQ-D","International-level basketball and weightlifting athletes","BASKETBALL_AND_WEIGHTLIFTING_ACWR","ADULT; exact range not reported","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","INTERNATIONAL_ELITE","PRE_2016_OLYMPIC_QUALIFYING","Coupled and uncoupled rolling-average and exponentially weighted ACWR variants","Between-variant comparison in observed datasets","Study-specific load series; doses not reported in abstract","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","RATIO_METHOD_AGREEMENT_AND_COUNTEREVIDENCE","Effect sizes and correlations among ACWR variants","Persist coupling and weighting; observed similarity never erases formula identity","OBSERVED_ELITE_CASE_SERIES","SERIES_LEVEL","NOT_REPORTED","NOT_REPORTED","Coupled-versus-uncoupled effect sizes mostly trivial g=.04-.21; variant correlations r=.88-.99","Small elite non-running context; observed similarity is dataset-specific","NOT_REPORTED","No universal preference for uncoupled method; formulas remain distinct and support no zone or action rule","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-021","RQ-D","Athletes across mostly team-sport evidence","MULTI_SPORT_ACWR","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","MOSTLY_TEAM_SPORT","NOT_REPORTED","Narrative model relating recent load to chronic load and training outcomes","Prior injury-load literature and proposed ACWR interpretation","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","HISTORICAL_ACWR_MODEL_AND_BOUNDARY","Proposed approximate 0.8-1.3 sweet-spot narrative","Any ratio must remain named numeric output; proposed bands are not registry semantics","NARRATIVE_SYNTHESIS","NOT_APPLICABLE","NOT_REPORTED","Health outcomes are outside accepted RQ-D product outputs","Affirmative historical rationale only; no accepted product effect estimate","Narrative not intervention evidence; includes unpublished rugby-league data and is contradicted or unsupported by later sources","NOT_REPORTED","Mostly team-sport indirectness; proposed zones and injury language are excluded from descriptive accounting","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"SRC-PMID-34052983","RQ-D","435 adult runners from three studies","RUNNING","ADULT; exact range not reported","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","MIXED_RUNNERS","NOT_REPORTED","Two-week acute load divided by 4 6 8 10 or 12-week chronic hours or kilometres using multiple variants","Coupled uncoupled and exponentially weighted methods","Biweekly exposure over 18-65 weeks","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","METHOD_DEPENDENCE_AND_DIRECTION_INSTABILITY","Association of specified ACWR variants with observed running-related injury","Persist load unit windows coupling weighting observation cadence and sparse-data handling; no classification","18_TO_65_WEEKS","BIWEEKLY","EWMA estimates sparse; exact missingness not extracted","Observed injury outcome is boundary evidence only and not a descriptive product output","Higher ACWR associated with lower observed injury probability; coupled/uncoupled similar; EWMA sparse/non-significant","Secondary observational analysis; association is non-causal and method/cadence dependent","NOT_REPORTED","Adult runners; no universal threshold risk meaning or plan action; injury association cannot be promoted into product semantics","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-023","RQ-D","482 elite Norwegian U19 football players across 34 teams","YOUTH_FOOTBALL_ACWR","U19","BOTH","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH","TEN_MONTH_SEASON","Load management using coupled 7:28 rolling ACWR with target 0.8-1.5","Usual planning in cluster-randomized teams","Ten-month intervention","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","METHOD_AUTHORITY_BOUNDARY","Health-problem prevalence and relative risk","Specific coupled 7:28 method and target fully identified; retained only as counterevidence to plan authority","TEN_MONTHS","ONGOING_MONITORING","Incomplete response/adherence reported; exact missingness not extracted","Health endpoint outside RQ-D accepted outputs","Prevalence difference 1.8 percentage points (-4.1 to 7.7; p=.55); RR 1.01 (.91-1.12); no intervention benefit","Football-specific implementation; incomplete response/adherence; does not test descriptive display utility","NOT_REPORTED","Youth but not running; ACWR bands cannot acquire plan authority from this null intervention","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"FRV2-D-024","RQ-D","430 recreational runners; 22839 GPS sessions","RUNNING","Mean 44.3 +/- 12.2 years","73.3% MALE; remainder not extracted","NOT_REPORTED","NOT_REPORTED","RECREATIONAL","NOT_REPORTED","Weekly >=30% load change and ACWR >=1.5 flags under multiple calculations","Coupled rolling uncoupled rolling and exponentially weighted ACWR methods","Distance-based weekly series","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLASSIFICATION_SENSITIVITY_AND_METHOD_IDENTITY","Proportion of sessions flagged and disagreement among calculations","Persist load unit threshold window coupling weighting device/GPS provenance and denominator behavior; default no classification","LONGITUDINAL_GPS_DATASET","WEEKLY_AND_SESSION_LEVEL","NOT_REPORTED","NOT_REPORTED","Flagged proportions: weekly 33.4% coupled 16.2% uncoupled 25.8% EWMA 18.9%; 43.0% of weekly flags differed from coupled/EWMA classifications","Thresholds predefined rather than validated; adult recreational runners; distance only","NOT_REPORTED","Descriptive differences do not select a correct method; no universal threshold zone or action is permitted","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
"SRC-PMID-29712629","RQ-D","General physical-activity populations and wearable-sensor validation settings","WEARABLE_SENSOR_VALIDATION","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","Method guidance for standardized evaluation of wearable-derived physical-activity data","Criterion or reference method selected for the device output and intended use","Validation design is metric and context specific; no universal exposure dose","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DEVICE_MEASUREMENT_PROPERTIES_AND_PROVENANCE","Reliability sensitivity validity accuracy precision and context transfer","Persist device model placement firmware/algorithm processing metric criterion population activity condition and statistical method","VALIDATION_CONTEXT_SPECIFIC","Repeated and criterion-comparison observations appropriate to each metric","Missing or changed device method algorithm placement wear protocol or criterion prevents silent longitudinal equivalence","NOT_APPLICABLE","METHOD_GUIDANCE_ONLY; no athlete effect estimate","Trustworthiness depends on device metric population behavior intensity environment criterion and test conditions","NOT_APPLICABLE","Methods guidance rather than an athlete intervention; no youth middle-distance validation no cross-device equivalence and no readiness recovery safety or prescription authority","NOT_APPLICABLE","AI_EXTRACT_LANE_2","PENDING"
