source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
FRV2-E-014,RQ-E,behavioral-intervention single cases,SCED reporting and transparency,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,single-case intervention phases,baseline or comparator phases,PROTOCOL_SPECIFIC,DEFINED_PHASE_SEQUENCE_AND_REPLICATION,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,SCED_REPORTING_GUIDANCE,operationalized outcomes; fidelity; phase data; adverse events; raw graphs,Freeze outcome definitions instrument or device method phase sequence and intervention fidelity; record every protocol deviation and version boundary,MULTIPHASE; EXACT_DURATION_NOT_REPORTED,REPEATED_MEASURES_AND_PHASE_REPLICATION; UNIVERSAL_N_NOT_REPORTED,REPORT_REQUIRED,REPORT_REQUIRED,NOT_APPLICABLE,Measurement reliability analysis and raw phase data are required for interpretable uncertainty,Reporting completeness alone does not establish a causal individual effect,Behavioral guidance is indirect to athlete monitoring; trend autocorrelation confounds carryover missingness and poor replication remain validity threats,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-015,RQ-E,education and behavioral single-case evidence,SCED design and visual evidence standards,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,systematically manipulated condition,baseline or alternate condition,DESIGN_SPECIFIC,REPEATED_DEMONSTRATIONS,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,SCED_DESIGN_STANDARD,level; trend; variability; immediacy; overlap; consistency,Operationalize measurement and preserve comparable phase protocols; interobserver agreement is required where relevant; protocol changes must be visible,MULTIPHASE; DESIGN_SPECIFIC,2010_PILOT_REFERENCE:5_PHASE_POINTS_WITHOUT_RESERVATIONS_OR_3_WITH_RESERVATIONS_IN_APPLICABLE_DESIGNS; NOT_A_UNIVERSAL_N,NOT_REPORTED,NOT_REPORTED,NOT_APPLICABLE,Visual evidence must consider level trend variability immediacy overlap and consistency rather than a count alone,Point counts cannot establish an athlete-specific causal effect without manipulation and repeated demonstrations,Education evidence-review standards are not athlete baseline or freshness rules; autocorrelation confounding carryover and measurement validity are not solved by phase counts,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-016,RQ-E,simulated single-case series,baseline-length and stability decision simulation,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,fixed response-guided or random baseline rules,alternative baseline rules and analyses,SIMULATION_SPECIFIC,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,SCED_BASELINE_METHODS,error and power under varied trend and variability,Simulation method and analysis rule must match the intended design; empirical athlete protocol compatibility is NOT_APPLICABLE,SIMULATED_BASELINES; NO_UNIVERSAL_DURATION,VARIED_BY_SIMULATION; NO_UNIVERSAL_N,NOT_APPLICABLE,NOT_APPLICABLE,NO_SINGLE_EFFECT_EXTRACTED,Error and power depend on baseline rule analysis method trend variability and simulation assumptions,Does not permit a causal inference from a short or merely accumulated athlete series,Method- and simulation-specific; opposition to rigid stability waiting is not permission to ignore trend seasonality confounds autocorrelation or use one point,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-017,RQ-E,simulated and clinical N-of-1 examples,serially correlated level and rate contrasts,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_AND_SIMULATED,NOT_REPORTED,serial t-test methods,ordinary independent t-test methods,NOT_APPLICABLE,REPEATED_OBSERVATIONS_OR_CROSSOVERS,MODEL_SPECIFIC,MODEL_SPECIFIC,MODEL_SPECIFIC,SERIAL_TIME_SERIES_METHOD,level change; rate change; type-I error; power; interval width,Use a stable named outcome protocol and specify the serial correlation structure and intended level or rate contrast; device or method drift requires modeling or blocks pooling,REPEATED_SERIES; EXACT_DURATION_NOT_REPORTED,SUFFICIENT_FOR_CHOSEN_SERIAL_MODEL; VERY_FEW_OBSERVATIONS_UNSAFE; UNIVERSAL_N_NOT_REPORTED,MISSINGNESS_MUST_BE_ADDRESSED,NOT_APPLICABLE,NO_SINGLE_EFFECT_EXTRACTED,Ordinary independent tests can misstate error power and interval width under serial dependence,Keep results descriptive when serial structure cannot be supported; repeated points alone are noncausal,Model assumptions require checking; trend seasonality confounding carryover and missingness are not eliminated by a serial t-test,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-018,RQ-E,409 published SCED studies,SCED design measurement baseline and analysis practices,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,reviewed single-case interventions,reviewed baseline or comparator phases,HETEROGENEOUS,HETEROGENEOUS,HETEROGENEOUS,HETEROGENEOUS,HETEROGENEOUS,SYSTEMATIC_METHODOLOGICAL_REVIEW,design quality; measurement; baseline sampling; visual and statistical analysis,Outcomes must be operationalized and repeatedly measured with protocol continuity and transparent measurement quality; protocol changes require explicit treatment,HETEROGENEOUS_PHASES,REPEATED_MEASUREMENT_AND_REPLICATION_REQUIRED; UNIVERSAL_N_NOT_SUPPORTED,HETEROGENEOUS_OR_NOT_REPORTED,HETEROGENEOUS_OR_NOT_REPORTED,NO_SINGLE_EFFECT_EXTRACTED,SCED quality comprises separate design measurement replication trend and analysis uncertainties,No aggregate point count proves a personal effect,Behavioral-health directness is limited; analytic disagreement and visual-analysis reproducibility remain; autocorrelation confounds carryover and missingness require design-specific handling,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-019,RQ-E,healthcare SCED examples,randomized ABAB alternating-treatment multiple-baseline and changing-criterion designs,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,NOT_REPORTED,randomized intervention start or order,baseline alternate or control condition,DESIGN_SPECIFIC,RANDOMIZED_WHERE_FEASIBLE,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,RANDOMIZED_SCED_METHODS,visual effect-size and randomization inference,Outcome device and protocol must remain comparable and analysis must follow the actual assignment scheme; protocol changes and deviations must be recorded,MULTIPHASE; DESIGN_SPECIFIC,REPEATED_MEASURES_AND_RANDOMIZATION_UNITS; UNIVERSAL_N_NOT_REPORTED,MISSINGNESS_NOT_FIXED_BY_RANDOMIZATION,NOT_REPORTED,NOT_APPLICABLE,Randomization-based uncertainty is valid only for the actual assignment scheme and pre-specified contrast,Historical nonrandom splits receive weaker wording and explicit confounding flags,Healthcare directness is limited; randomization does not fix poor measurement trend carryover missingness or irreversibility; accumulated observations alone are noncausal,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-021,RQ-E,athletes across individual and team sports,training load and fatigue monitoring,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED,NOT_REPORTED,longitudinal multi-marker monitoring,single-marker or decontextualized interpretation,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,ATHLETE_MONITORING_REVIEW,external and internal load; perception; heart rate; biochemical; neuromuscular; questionnaire; diary; psychomotor; sleep,Individualize marker selection and retain timing instrument device protocol and contextual provenance; do not pool discordant protocol versions as one signal,LONGITUDINAL; NO_UNIVERSAL_DURATION,REPEATED_CONTEXTUAL_OBSERVATIONS; UNIVERSAL_N_NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NO_SINGLE_EFFECT_EXTRACTED,Few markers have strong evidence and no single definitive fatigue marker exists,Discordant markers remain separate and unresolved; no readiness diagnosis or training clearance,Narrative review; mixed sports and measures; autocorrelation time trend concurrent training illness sleep environment and other confounds remain; monitoring accumulation is noncausal,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-022,RQ-E,athletes in 56 original studies,subjective and objective wellbeing response to training load,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED,NOT_REPORTED,concurrent subjective and objective monitoring,cross-stream agreement assumption,HETEROGENEOUS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,SYSTEMATIC_REVIEW_OF_ATHLETE_MONITORING,subjective wellbeing and objective marker response to acute or chronic load,Standardize timing instrument wording scoring device and protocol; preserve subjective and objective provenance and protocol changes rather than fusing streams,ACUTE_AND_CHRONIC; HETEROGENEOUS,HETEROGENEOUS_REPEATED_OBSERVATIONS; UNIVERSAL_N_NOT_SUPPORTED,HETEROGENEOUS_OR_NOT_REPORTED,HETEROGENEOUS_OR_NOT_REPORTED,NO_SINGLE_EFFECT_EXTRACTED,Measures often disagree and heterogeneity prevents a universal threshold or freshness rule,Sensitivity to load is observational and does not establish within-athlete causality or safety,Systematic-review heterogeneity and possible primary-study overlap; time trend concurrent training competition illness sleep and reporting behavior remain confounds,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-E-023,RQ-E,elite athletes,individual conditioning interventions and performance,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,ELITE,NOT_REPORTED,AB reversal multiple-baseline or alternating-treatment conditioning design,baseline or alternate conditioning condition,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,DESIGN_SPECIFIC,SPORT_SPECIFIC_SINGLE_CASE_METHODS,visual and statistical athlete-specific performance analysis,Repeated observations require a stable outcome test device and procedure; protocol changes must be modeled or treated as a boundary; multivariate context is retained,MULTIPHASE; EXACT_DURATION_NOT_REPORTED,REPEATED_ATHLETE_SPECIFIC_OBSERVATIONS; UNIVERSAL_N_NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_APPLICABLE,Serial dependency and design constraints determine inferential uncertainty,Supports an athlete-specific prospective comparison lane only within the selected design,ABSTRACT_ONLY; methodological advocacy rather than validated universal procedure; applied constraints can weaken manipulation replication trend confound and carryover control,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
FRV2-F-015,RQ-E,Rehabilitation methods; METHOD_ONLY,SCED,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Practical guide to single-case experimental designs,"Phase sequencing, randomization, fidelity, replication and carryover-aware alternatives",Repeated measures and phase structure,Phase sequence or multiple baseline; reversal requires reversible effects,Design-specific,NOT_APPLICABLE,Design-specific,MEASUREMENT_FEASIBILITY;SCED_BOUNDARY;CARRYOVER,Repeated measures; procedural fidelity; phase decisions; replication,Methods guide; current Formation pilot is NOT_A_SCED and tests only whether stable repeated measurement is feasible,DESIGN_SPECIFIC,Repeated measures across prespecified phases in a future SCED,NOT_APPLICABLE,NOT_APPLICABLE,Method guidance; no empirical pilot effect estimate,Publisher full text not re-opened in bounded recovery,NOT_APPLICABLE,"Not youth sport; cumulative training makes ABAB reversal unsuitable; no causal, efficacy or safety claim",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_HUMAN_REEXTRACTION
FRV2-F-016,RQ-E,Single-case methods; METHOD_ONLY,SCED_REPORTING,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,SCRIBE 2016 single-case reporting guideline,Single-case reports with heterogeneous designs,"26 reporting items covering decisions, randomization, consent, measurement, fidelity, analysis, stop reasons, raw data, adverse events and limitations",Design-specific phase ordering,Design-specific,NOT_APPLICABLE,Design-specific,PROCESS_FIDELITY;STOP_REASONS;WITHDRAWAL;ADVERSE_EVENT_REPORTING;RAW_DATA,Completion; stop reason; process event; procedural fidelity; adverse events; limitations,Delphi/consensus reporting guideline; current pilot borrows process fields without becoming a SCED,DESIGN_SPECIFIC,Repeated observations and phase events in a future SCED,Missing raw data and stop reasons must be explicit,"Adverse events are reporting fields, not evidence that current pilot establishes safety",Reporting guidance; no causal effect estimate,Multiple journal versions; identifiers refer to linked PMC version,NOT_APPLICABLE,"Not a conduct standard or causal validation; later SCED requires stable version, carryover/trend/autocorrelation analysis and replication",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_HUMAN_REEXTRACTION
SRC-DOI-10.1136-BMJ.H1793,RQ-E,N-of-1 clinical methods; no athlete population,N_OF_1_METHODS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,CENT 2015 explanation and elaboration for prospectively planned N-of-1 trials,Incomplete or retrospectively reconstructed period-level reporting,Pre-specify interventions outcomes periods sequence stopping rules and analysis; exact dose is design-specific,Pre-specified randomized or otherwise justified period sequence,Design-specific washout or separation must address carryover,NOT_APPLICABLE,Design-specific period duration; no universal interval,N_OF_1_REPORTING;CARRYOVER;ATTRITION,Period-level intervention delivery outcomes harms withdrawals protocol deviations and missing data,CENT 2015 explanation and elaboration; companion reporting guidance,MULTIPLE_PERIODS_AS_PRE_SPECIFIED,PERIOD_LEVEL,Report period-level missingness attrition and protocol deviations,Report harms for each intervention period,METHOD_GUIDANCE_ONLY; no athlete effect estimate,Carryover irreversibility period effects and measurement error remain design constraints,NOT_APPLICABLE,Reporting guidance does not validate ABAB or crossover for cumulative training adaptation and supplies no universal baseline count freshness threshold efficacy safety or 9.5-day scientific superiority,NOT_APPLICABLE,AI_ROOT_GAP_FILL_NOT_INDEPENDENT,PENDING_HUMAN_REEXTRACTION
SRC-PMID-10907753,RQ-E,general sports medicine and science measurement populations,within-subject test-retest reliability,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,NOT_REPORTED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MEASUREMENT_ERROR,typical error and precision of reliability estimates,Repeated trials must use the same named protocol; imported error estimates require metric population method and version provenance,TEST_RETEST; EXACT_SPAN_NOT_REPORTED,REPEATED_TRIALS; STUDY_LEVEL_GUIDANCE_NOT_A_PERSONAL_BASELINE_N,NOT_REPORTED,NOT_APPLICABLE,NOT_APPLICABLE,Reliability estimates require their own uncertainty,Observed individual change must be compared with a compatible error estimate; no causal inference,ABSTRACT_ONLY; approximate participant or trial guidance is for reliability studies and is not a universal within-athlete observation gate,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
SRC-PMID-25976398,RQ-E,N-of-1 clinical trial designers and participants,prospectively planned multiple-crossover N-of-1 trial reporting,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,CLINICAL_MIXED,NOT_REPORTED,pre-specified intervention sequence and periods,pre-specified comparator condition,PROTOCOL_SPECIFIC,MULTIPLE_CROSSOVER_SEQUENCE,PERIOD_SPECIFIC,PERIOD_SPECIFIC,PERIOD_SPECIFIC,N_OF_1_REPORTING_GUIDANCE,participant flow; period outcomes; harms; deviations,Freeze interventions outcomes sequence periods stopping rules analysis and measurement protocol; report device or protocol deviations rather than silently combining them,MULTIPLE_PERIODS; DURATION_NOT_UNIVERSAL,COMPLETE_PERIOD_LEVEL_FLOW_REQUIRED; UNIVERSAL_N_NOT_REPORTED,REPORT_EXPECTED_VERSUS_OBSERVED_FLOW,REPORT_REQUIRED,NOT_APPLICABLE,Report period-level uncertainty and deviations under the pre-specified analysis,Guideline supports transparent prospective comparison reporting but does not establish efficacy safety or prescription authority,OFFICIAL_FULL_TEXT_AVAILABLE_BUT_ABSTRACT_USED; reporting completeness is not design validity; onset carryover trend confounding and missingness still require separate handling,NOT_APPLICABLE,AI_EXTRACTION_LANE_2,PENDING_INDEPENDENT_EXTRACTION
