source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
"FRV2-D-011","Investigating sources of inaccuracy in wearable optical heart rate sensors","2020","DEVICE_VALIDATION_STUDY","10.1038/s41746-020-0226-6","32047863","PMC7010823","https://pmc.ncbi.nlm.nih.gov/articles/PMC7010823/","ABSTRACT_ONLY","NOT_VERIFIED","Adults spanning Fitzpatrick skin tones 1-6","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT; exact range not verified","NOT_REPORTED","NOT_APPLICABLE","Mixed physical activity","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Wearable HR error differed by device and activity and was about 30% higher during activity than rest; model and protocol provenance are required."
"FRV2-D-012","Accuracy in Wrist-Worn, Sensor-Based Measurements of Heart Rate and Energy Expenditure in a Diverse Cohort","2017","DEVICE_VALIDATION_STUDY","10.3390/jpm7020003","28538708","PMC5491979","https://pmc.ncbi.nlm.nih.gov/articles/PMC5491979/","ABSTRACT_ONLY","NOT_VERIFIED","60 adults; 29 male and 31 female","RUNNING_WALKING_CYCLING_AND_REST","NOT_REPORTED; mean 38 +/- 11 y","29 MALE; 31 FEMALE","NOT_REPORTED","Diverse fitness levels","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Most devices measured some HR conditions adequately but no device estimated energy expenditure below 20% error; outcomes are non-equivalent."
"FRV2-D-013","Accuracy of Distance Recordings in Eight Positioning-Enabled Sport Watches: Instrument Validation Study","2020","INSTRUMENT_VALIDATION_STUDY","10.2196/17118","32396865","PMC7381051","https://pmc.ncbi.nlm.nih.gov/articles/PMC7381051/","ABSTRACT_ONLY","NOT_VERIFIED","Eight consumer sport-watch models","RUNNING_WALKING_AND_CYCLING","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Instrument validation","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Distance MAPE ranged 3.2%-6.1% and error depended on environment activity and watch; brand-level validity flags are insufficient."
"FRV2-D-014","Review of Validity and Reliability of Garmin Activity Trackers","2020","SYSTEMATIC_REVIEW","10.1123/jmpb.2019-0035","32601613","PMC7323940","https://pmc.ncbi.nlm.nih.gov/articles/PMC7323940/","ABSTRACT_ONLY","NOT_VERIFIED","Adults across 32 validation studies","MULTI_ACTIVITY_WEARABLE_VALIDATION","ADULT","BOTH","NOT_REPORTED","Mixed adult activity levels","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Validity varied by outcome and model; only four studies assessed reliability and distance energy HR evidence was limited or variable."
"FRV2-D-015","Evaluating Methods for Imputing Missing Data from Longitudinal Monitoring of Athlete Workload","2021","YOUTH_IMPUTATION_STUDY","10.52082/jssm.2021.188","33948096","PMC8057705","https://pmc.ncbi.nlm.nih.gov/articles/PMC8057705/","ABSTRACT_ONLY","NOT_VERIFIED","93 high-school basketball players","BASKETBALL","HIGH_SCHOOL; exact range not reported","45 FEMALE; 48 MALE","NOT_REPORTED","High-school athletes","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Context-aware imputation outperformed simple methods in some analyses; imputed derivatives must remain separate from canonical observations."
"FRV2-D-016","Missing Data in Sport Science: A Didactic Example Using Wearables in American Football","2023","METHODOLOGICAL_COMMENTARY","10.1007/s40279-023-01829-w","37027076","NOT_APPLICABLE","https://pubmed.ncbi.nlm.nih.gov/37027076/","ABSTRACT_ONLY","NOT_VERIFIED","Illustrative American-football wearable data","AMERICAN_FOOTBALL","NOT_VERIFIED","NOT_VERIFIED","NOT_REPORTED","Athlete monitoring example","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Real-world missingness may violate missing-completely-at-random and bias dashboards; coverage and reasons must be visible."
"FRV2-D-017","PROV-O: The PROV Ontology","2013","TECHNICAL_STANDARD","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","https://www.w3.org/TR/prov-o/","FULL_TEXT_VERIFIED","NOT_APPLICABLE","NOT_APPLICABLE","DATA_PROVENANCE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","RQ-D","NOT_APPLICABLE","W3C Recommendation process","NONE_IDENTIFIED","Official W3C standard models entities activities agents derivation attribution revision and time; it is not sport-effect evidence."
"FRV2-D-018","Acute:Chronic Workload Ratio: Conceptual Issues and Fundamental Pitfalls","2020","METHODOLOGICAL_COMMENTARY","10.1123/ijspp.2019-0864","32502973","NOT_APPLICABLE","https://pubmed.ncbi.nlm.nih.gov/32502973/","ABSTRACT_ONLY","NOT_VERIFIED","ACWR literature generally","MULTI_SPORT_ACWR","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Mixed athlete literature","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Identifies ratio artifacts ambiguity and causal overinterpretation; supports descriptive method labeling and prohibits risk or action zones."
"FRV2-D-019","Mathematical coupling causes spurious correlation within the conventional acute-to-chronic workload ratio calculations","2017","METHODOLOGICAL_SIMULATION","10.1136/bjsports-2017-098110","NOT_VERIFIED","NOT_APPLICABLE","https://research.tees.ac.uk/ws/files/4186784/621518.pdf","FULL_TEXT_VERIFIED","NOT_VERIFIED","Hypothetical 1000-player squad based on elite Australian-football distributions","AUSTRALIAN_FOOTBALL_ACWR_SIMULATION","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Hypothetical elite-sport distribution","RQ-D","NOT_REPORTED","NONE_DECLARED","NONE_IDENTIFIED","Coupling produced r=.52 despite independent weeks versus r=.01 when uncoupled; coupling method must be explicit."
"FRV2-D-020","Does Mathematical Coupling Matter to the Acute to Chronic Workload Ratio? A Case Study From Elite Sport","2019","CASE_STUDY_COMMENTARY","10.1123/ijspp.2018-0874","31672929","NOT_APPLICABLE","https://pubmed.ncbi.nlm.nih.gov/31672929/","ABSTRACT_ONLY","NOT_VERIFIED","International-level basketball and weightlifting athletes","BASKETBALL_AND_WEIGHTLIFTING_ACWR","ADULT; exact range not reported","NOT_REPORTED","NOT_REPORTED","International elite athletes","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Counterevidence found mostly trivial coupled-versus-uncoupled effects in two datasets; no coupling variant is universally privileged."
"FRV2-D-021","The training-injury prevention paradox: should athletes be training smarter and harder?","2016","NARRATIVE_MODEL_PAPER","10.1136/bjsports-2015-095788","26758673","PMC4789704","https://pmc.ncbi.nlm.nih.gov/articles/PMC4789704/","ABSTRACT_ONLY","NOT_VERIFIED","Athletes across mostly team-sport evidence","MULTI_SPORT_ACWR","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Mostly team-sport athletes","RQ-D","NOT_VERIFIED","Author-developed ACWR model; exact disclosure not verified","NONE_IDENTIFIED","Affirmative ACWR sweet-spot rationale retained as counterevidence history only; zones are not product rules."
"FRV2-D-022","The Association Between the Acute:Chronic Workload Ratio and Running-Related Injuries in Dutch Runners: A Prospective Cohort Study","2021","PROSPECTIVE_COHORT_SECONDARY_ANALYSIS","10.1007/s40279-021-01483-0","34052983","NOT_APPLICABLE","https://pubmed.ncbi.nlm.nih.gov/34052983/","ABSTRACT_ONLY","NOT_VERIFIED","435 runners from three studies","RUNNING","ADULT; exact range not reported","NOT_REPORTED","NOT_REPORTED","Mixed runners","RQ-D","NOT_VERIFIED","NOT_VERIFIED","DUTCH_RUNNER_COHORTS_SECONDARY","Higher ACWR associated inversely with injury and EWMA results were sparse; association is not a causal or product risk rule."
"FRV2-D-023","Does load management using the acute:chronic workload ratio prevent health problems? A cluster randomised trial of 482 elite youth footballers of both sexes","2021","CLUSTER_RANDOMIZED_TRIAL","10.1136/bjsports-2020-103003","33036995","NOT_APPLICABLE","https://bjsm.bmj.com/content/55/2/108","FULL_TEXT_VERIFIED","NOT_VERIFIED","482 elite Norwegian U19 football players across 34 teams","YOUTH_FOOTBALL_ACWR","U19","BOTH","NOT_REPORTED","Elite youth footballers","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Tested coupled 7:28 ACWR management and found no health-problem benefit; used only to deny ACWR plan authority."
"FRV2-D-024","Comparison of Weekly Training Load and Acute: Chronic Workload Ratio Methods to Estimate Change in Training Load in Running","2024","DESCRIPTIVE_EPIDEMIOLOGY","10.4085/1062-6050-0430.23","38291782","PMC11537214","https://pmc.ncbi.nlm.nih.gov/articles/PMC11537214/","ABSTRACT_ONLY","NOT_VERIFIED","430 recreational runners; 73.3% men","RUNNING","NOT_REPORTED; mean 44.3 +/- 12.2 y","73.3% MALE; remainder not extracted","NOT_REPORTED","Recreational runners","RQ-D","NOT_VERIFIED","NOT_VERIFIED","NONE_IDENTIFIED","Across 22839 GPS sessions flag rates differed materially by weekly coupled uncoupled and EWMA methods; all calculation choices require provenance."
