source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
FRV2-A-015,Why Runners Should Extend Their Training Cycle,2015,COACH_AUTHORED_ADVICE_SAMPLE_PLAN,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.trainingpeaks.com/blog/why-runners-should-extend-their-training-cycle/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Runners broadly,Marathon sample schedule,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Broad runner population,RQ-A,NOT_APPLICABLE,NOT_APPLICABLE,FRV2-OVERLAP-NONWEEKLY-COACHING-USE,Verified 9-day sample plan and 10-day mention only; no implemented cohort or outcome. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
FRV2-A-016,A Year Long Approach to Coaching: Short Sprints and Short Hurdles,2019,OFFICIAL_COACHING_SYMPOSIUM_PRESENTATION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.ustfccca.org/assets/symposiums/2019/A_Year_Long_Approach_to_Coaching_Short_Sprints_%26_Short_Hurdles_MarkquisFrazier.pdf,FULL_TEXT_VERIFIED,NOT_VERIFIED,"Sprint and hurdle athletes at high-school, college, and professional levels",Short sprints and short hurdles,High-school through adult,NOT_REPORTED,NOT_REPORTED,High-school; college; professional,RQ-A,NOT_APPLICABLE,NOT_APPLICABLE,FRV2-OVERLAP-NONWEEKLY-COACHING-PLANS,Verified 10-day plan only; event-indirect and no athlete sample or outcome. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
FRV2-A-017,"Emma Bates, Top American Woman at the Boston Marathon, Shares Her Training and Recovery Tips",2023,ATHLETE_INTERVIEW_REPORT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.runnersworld.com/training/a43613388/emma-bates-training-and-recovery-tips/,FULL_TEXT_VERIFIED,NOT_VERIFIED,"Emma Bates, elite adult female marathoner",Marathon,Adult,Female,ADULT,Elite professional,RQ-A,NOT_APPLICABLE,NOT_APPLICABLE,FRV2-OVERLAP-NONWEEKLY-COACHING-USE,Verified self-report of a 10-day cycle; corrects a conflicting 9-day overview and permits no causal attribution. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; runtime_authority=false
FRV2-B-001,Serum oxidant and antioxidant status during early and late recovery periods following an all-out 21-km run in trained adolescent runners.,2010,PRIMARY_ACUTE_STUDY,10.1007/s00421-010-1583-7,20668873,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/20668873/,ABSTRACT_ONLY,NOT_VERIFIED,Trained adolescent runners,LONG_DISTANCE_RUNNING,16.2 +/- 0.6 y,MALE,NOT_REPORTED,TRAINED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Direct adolescent-runner biochemical time course; all-out 21 km; 2 h 4 h 24 h; not middle-distance direct.
FRV2-B-002,Renal function parameters during early and late recovery periods following an all-out 21-km run in trained adolescent runners.,2011,PRIMARY_ACUTE_STUDY,10.1515/CCLM.2011.172,21466418,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/21466418/,ABSTRACT_ONLY,NOT_VERIFIED,Trained adolescent runners,LONG_DISTANCE_RUNNING,16.2 +/- 0.6 y,MALE,NOT_REPORTED,TRAINED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Direct adolescent-runner biochemical time course; all-out 21 km; 2 h 4 h 24 h; no clearance inference.
FRV2-B-003,Effect of Long-Duration Adventure Races on Cardiac Damage Biomarker Release and Muscular Function in Young Athletes.,2020,PRIMARY_ACUTE_STUDY,10.3389/fphys.2020.00010,32116738,PMC7012902,https://pmc.ncbi.nlm.nih.gov/articles/PMC7012902/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Trained adolescent multi-sport endurance athletes,ADVENTURE_RACING,14-15 y,MALE,NOT_REPORTED,TRAINED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth indirect; 1-day and 2-day mixed-modality races; marker-specific 24-72 h time course.
FRV2-B-004,Isometric Posterior Chain Peak Force Recovery Response Following Match-Play in Elite Youth Soccer Players: Associations with Relative Posterior Chain Strength.,2019,PRIMARY_ACUTE_STUDY,10.3390/sports7100218,31581584,PMC6835616,https://pmc.ncbi.nlm.nih.gov/articles/PMC6835616/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Elite youth soccer players,SOCCER_MATCH,16 +/- 2 y,NOT_REPORTED,NOT_REPORTED,ELITE_YOUTH,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth athlete indirect; force at post 24 h 48 h 72 h; no subsequent training; large individual variability.
FRV2-B-005,Static stretching does not enhance recovery in elite youth soccer players.,2017,PRIMARY_ACUTE_CROSSOVER_STUDY,10.1136/bmjsem-2016-000202,28761702,PMC5530097,https://pmc.ncbi.nlm.nih.gov/articles/PMC5530097/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Elite youth academy soccer players,SOCCER_MATCH,16 +/- 1 y,MALE,NOT_REPORTED,ELITE_YOUTH,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth athlete indirect; static-stretch versus passive recovery; pre post 48 h; intervention confounds natural kinetics.
FRV2-B-006,Recovery Patterns of Low-frequency Fatigue in Elite Youth Soccer Players after Official Matches.,2025,PRIMARY_ACUTE_STUDY,10.1055/a-2456-2151,39472024,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/39472024/,ABSTRACT_ONLY,NOT_VERIFIED,Elite youth soccer players,SOCCER_MATCH,17.13 +/- 0.70 y,MALE,NOT_REPORTED,ELITE_YOUTH,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth athlete indirect; objective and subjective outcomes diverge at 24-48 h.
FRV2-B-007,Post-Match Recovery Responses in Italian Serie A Youth Soccer Players: Effects of Manipulating Training Load 48 h After Match Play.,2025,PRIMARY_RANDOMIZED_STUDY,10.1002/ejsc.12297,40254901,PMC12010046,https://pmc.ncbi.nlm.nih.gov/articles/PMC12010046/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Italian Serie A youth soccer players,SOCCER_MATCH_AND_TRAINING,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,ELITE_YOUTH,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth athlete indirect; complete versus reduced training at 48 h; 72-h state includes intervening load.
FRV2-B-009,"Acute effects of strength training interventions on subjective, neuromuscular, and biochemical fatigue parameters in elite youth soccer players.",2026,PRIMARY_CROSSOVER_STUDY,10.3389/fspor.2026.1742295,41858994,PMC12996250,https://pmc.ncbi.nlm.nih.gov/articles/PMC12996250/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Elite U17 and U19 soccer players,RESISTANCE_AND_PLYOMETRIC_TRAINING,16.5 +/- 0.7 y,MALE,NOT_REPORTED,ELITE_YOUTH_LIMITED_STRUCTURED_STRENGTH_EXPERIENCE,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth athlete indirect; fixed-order crossover; selected markers at 24 h 48 h 72 h; no safety inference.
FRV2-B-010,Youths Are Less Susceptible to Exercise-Induced Muscle Damage Than Adults: A Systematic Review With Meta-Analysis.,2024,SYSTEMATIC_REVIEW_META_ANALYSIS,10.1123/pes.2023-0108,38065086,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/38065086/,ABSTRACT_ONLY,NOT_VERIFIED,Youth and adult participants,EXERCISE_INDUCED_MUSCLE_DAMAGE,YOUTH_AND_ADULT,MIXED_OR_NOT_VERIFIED,NOT_VERIFIED,MIXED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Youth indirect review; peak strength soreness and CK effects beyond 24 h; not a session-specific interval study.
FRV2-B-011,National-Standard Middle-Distance Runners Maintain 1500 m Time Trial Running Performance on Successive Days.,2026,PRIMARY_ACUTE_REPEATED_TRIAL,10.1002/ejsc.70142,41667403,PMC12890468,https://pmc.ncbi.nlm.nih.gov/articles/PMC12890468/,FULL_TEXT_VERIFIED,NOT_VERIFIED,National-standard middle-distance runners,MIDDLE_DISTANCE_RUNNING,27 +/- 7 y,10 MALE; 2 FEMALE,NOT_APPLICABLE,NATIONAL_STANDARD,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Runner direct but adult; two treadmill 1500-m trials 24 h apart; performance-specific counterevidence only.
FRV2-B-013,Kinetics of recovery and normalization of running biomechanics following aerobic-based exercise-induced muscle damage in recreational male runners.,2025,PRIMARY_ACUTE_STUDY,10.1016/j.jsams.2025.01.002,39863478,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/39863478/,ABSTRACT_ONLY,NOT_VERIFIED,Recreational runners,DOWNHILL_RUNNING,ADULT,MALE,NOT_APPLICABLE,RECREATIONAL,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Runner direct but adult; 60-min downhill run; gait CK pain and MRI at post 24 h 48 h.
FRV2-B-014,"Neuromuscular, biomechanical, and energetic adjustments following repeated bouts of downhill running.",2022,PRIMARY_REPEATED_BOUT_STUDY,10.1016/j.jshs.2021.06.001,34098176,PMC9189713,https://pmc.ncbi.nlm.nih.gov/articles/PMC9189713/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Recreational runners,DOWNHILL_RUNNING,ADULT,MALE,NOT_APPLICABLE,RECREATIONAL,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Runner direct but adult; two downhill bouts; post 24 h 48 h 72 h 96 h 168 h; explicit soreness beyond 72 h.
FRV2-B-019,Time Course of Recovery after Cycling Repeated Sprints.,2021,PRIMARY_RANDOMIZED_REPEATED_SESSION_STUDY,10.1249/MSS.0000000000002482,33300757,NOT_APPLICABLE,https://pubmed.ncbi.nlm.nih.gov/33300757/,ABSTRACT_ONLY,NOT_VERIFIED,Adult participants,CYCLING_REPEATED_SPRINTS,ADULT,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Indirect cycling; repeated sessions separated by 24 h or 48 h; performance and neuromuscular markers disagree at 24 h.
FRV2-B-020,Acute effects of exercise-induced muscle damage on sprint and change of direction performance: A systematic review and meta-analysis.,2024,SYSTEMATIC_REVIEW_META_ANALYSIS,10.5114/biolsport.2024.131823,38952917,PMC11167466,https://pmc.ncbi.nlm.nih.gov/articles/PMC11167466/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Healthy adults and adolescents,RESISTANCE_AND_PLYOMETRIC_EIMD,ADOLESCENT_AND_ADULT,MIXED,NOT_VERIFIED,MIXED,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Indirect review; 20 studies; sprint COD CMJ CK and DOMS through 72 h; high heterogeneity.
FRV2-B-022,Postmatch recovery of physical performance and biochemical markers in team ball sports: a systematic review.,2018,SYSTEMATIC_REVIEW,10.1136/bmjsem-2017-000264,29527320,PMC5841509,https://pubmed.ncbi.nlm.nih.gov/29527320/,ABSTRACT_ONLY,NOT_VERIFIED,Team ball-sport players,TEAM_SPORT_MATCH,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,COMPETITIVE_TEAM_SPORT,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Indirect review; 28 studies; performance and biochemical time courses to 144 h; full text available but not inspected in this extraction.
FRV2-C-002,Effects of Strength Training on Postpubertal Adolescent Distance Runners,2018,CONTROLLED_TRAINING_TRIAL,10.1249/MSS.0000000000001543,29315164,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/29315164/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,25 postpubertal adolescent distance runners enrolled; 18 completed,DISTANCE_RUNNING,17.2 +/- 1.2 years at enrollment,13 female at enrollment; remaining male,POST_PUBERTAL_STATED;ASSESSMENT_METHOD_NOT_VERIFIED,Trained adolescent distance runners,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,Twice-weekly plyometric sprint and resistance work supported economy and strength signals; sequence and running separation were not reported in the abstract.
FRV2-C-003,Concurrent endurance and explosive type strength training improves neuromuscular and anaerobic characteristics in young distance runners,2007,CONTROLLED_TRAINING_TRIAL,10.1055/s-2007-964849,17373596,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/17373596/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,25 young trained distance runners,DISTANCE_RUNNING,16-18 years,NOT_REPORTED,NOT_REPORTED,Trained youth distance runners,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,Nineteen percent of endurance training was replaced by explosive work; speed improved while VO2max and economy were unchanged; scheduling was not reported.
FRV2-C-004,A preliminary investigation into concurrent aerobic and resistance training in youth runners,2015,PAIR_MATCHED_CONTROLLED_TRIAL,10.3233/IES-150567,NOT_ASSIGNED,NOT_REPORTED,https://doi.org/10.3233/IES-150567,ABSTRACT_ONLY,NOT_VERIFIED,12 competitive youth runners pair-matched by maturity and 3 km performance,3_KM_RUNNING,10-13 years reported in secondary review,6 male; 6 female,PAIR_MATCHED_BY_MATURITY;METHOD_NOT_VERIFIED,Competitive youth runners,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-YOUTH-CONCURRENT-PRIMARY,Tiny null/adverse signal; resistance frequency conflicts between abstract and review table; order and separation remain unresolved.
FRV2-C-005,Efficacy of depth jumps to elicit a post-activation performance enhancement in junior endurance runners,2019,RANDOMIZED_CROSSOVER_TRIAL,10.1016/j.jsams.2018.07.023,30107984,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/30107984/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,17 national or international male junior middle-distance runners,MIDDLE_DISTANCE_RUNNING,17.6 +/- 1.2 years,MALE,NOT_REPORTED,National or international junior runners; VO2max 70.7 +/- 5.2,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Six depth jumps followed by 10 min passive recovery improved acute running economy but not time to exhaustion; chronic scheduling transfer is unsupported.
FRV2-C-007,"Effects of complex training versus heavy resistance training on neuromuscular adaptation, running economy and 5-km performance in well-trained distance runners",2019,MATCHED_CONTROLLED_TRAINING_TRIAL,10.7717/peerj.6787,31086736,PMC6487184,https://pmc.ncbi.nlm.nih.gov/articles/PMC6487184/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,28 well-trained male collegiate distance runners,5_KM_RUNNING;DISTANCE_RUNNING,19-23 years,MALE,ADULT_OR_YOUNG_ADULT,At least 4 years training; VO2max 65.78 +/- 4.99,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS,Morning endurance and afternoon strength plus heavy-to-plyometric complex pairs improved several outcomes; AM-PM hours and reverse order were not tested.
FRV2-C-010,"Concurrent speed endurance and resistance training improves performance, running economy, and muscle NHE1 in moderately trained runners",2014,CONTROLLED_TRAINING_TRIAL,10.1152/japplphysiol.01226.2013,25190744,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/25190744/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,23 moderately trained male runners,1500_M_RUNNING;10_KM_RUNNING,Mean 31.1 years,MALE,ADULT,Approximately 7.5 years running; 29.7 km/week,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Speed endurance preceded heavy resistance in the same session while running volume was reduced; outcomes improved but reverse order was not tested.
FRV2-C-011,Effects of different uphill interval-training programs on running economy and performance,2013,RANDOMIZED_TRAINING_TRIAL,10.1123/ijspp.8.6.639,23538293,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/23538293/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,20 well-trained runners randomized across five uphill programs,5_KM_RUNNING;UPHILL_RUNNING,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Well-trained runners,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,Hill component evidence showed no clearly superior program for 5 km performance and did not test placement relative to strength or plyometrics.
FRV2-C-012,Physiological Response Differences between Run and Cycle High Intensity Interval Training Program in Recreational Middle Age Female Runners,2020,RANDOMIZED_CONTROLLED_TRIAL,NOT_REPORTED,32874103,PMC7429439,https://pmc.ncbi.nlm.nih.gov/articles/PMC7429439/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,14 recreational middle-age female runners,10_KM_RUNNING;RUN_HIIT;CYCLE_HIIT,42 +/- 10 years,FEMALE,ADULT,At least two habitual runs per week,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ALTERNATIVE-AEROBIC,Small run-versus-cycle HIIT trial; habitual-training placement was not standardized and cycling cannot be inferred to be equivalent or lower fatigue.
FRV2-C-013,Cross-training between running and cycling: effects on VO2max and running performance - a systematic review and meta-analysis,2026,SYSTEMATIC_REVIEW_META_ANALYSIS,10.3389/fspor.2026.1843803,42267259,PMC13243379,https://pmc.ncbi.nlm.nih.gov/articles/PMC13243379/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,Seven heterogeneous randomized trials from untrained through competitive adults,RUNNING;CYCLING;CROSS_TRAINING,ADULT;exact ranges heterogeneous,NOT_REPORTED,ADULT,Untrained through competitive,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ALTERNATIVE-AEROBIC,Pooled VO2max and running-performance effects were null with wide intervals; modality equivalence recovery benefit and placement are unsupported.
FRV2-C-015,Compatibility of Concurrent Aerobic and Strength Training for Skeletal Muscle Size and Function: An Updated Systematic Review and Meta-Analysis,2022,SYSTEMATIC_REVIEW_META_ANALYSIS,10.1007/s40279-021-01587-7,34757594,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/34757594/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,1090 adults across 43 concurrent-training studies,RUNNING;CYCLING;CONCURRENT_TRAINING,ADULT,MIXED,ADULT,Mixed adult training status,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ADULT-CONCURRENT-META,Maximal strength and hypertrophy were null overall while explosive strength showed a small same-session interference signal; adult subgroup bins are not youth thresholds.
FRV2-C-016,The Role of Intra-session Exercise Sequence in the Interference Effect: A Systematic Review With Meta-Analysis,2018,SYSTEMATIC_REVIEW_META_ANALYSIS,10.1007/s40279-017-0784-1,28917030,PMC5752732,https://pmc.ncbi.nlm.nih.gov/articles/PMC5752732/,FULL_TEXT_VERIFIED,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,Healthy adults across 10 concurrent-training studies,CONCURRENT_ENDURANCE_AND_RESISTANCE,ADULT,MIXED,ADULT,Mixed healthy adult training status,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ADULT-CONCURRENT-META,Resistance-before-endurance favored dynamic strength only; aerobic hypertrophy and static strength outcomes were null and do not support a universal order.
FRV2-C-018,Specific training effects of concurrent aerobic and strength exercises depend on recovery duration,2016,RANDOMIZED_CONTROLLED_TRIAL,10.1519/JSC.0000000000000798,25546450,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/25546450/,ABSTRACT_ONLY,PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17,58 adult amateur rugby players,RUGBY;CONCURRENT_AEROBIC_AND_STRENGTH,ADULT,NOT_REPORTED,ADULT,Amateur rugby players,RQ-C,NOT_VERIFIED,NOT_VERIFIED,FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY,Resistance always preceded aerobic work with 0 h 6 h or 24 h separation; one indirect team-sport trial cannot define a youth threshold.
